gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,1,Yes,Yes,17,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),92.46,1603.59,1
Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),23.0,131.45,0
Male,0,No,Yes,39,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),96.97,3793.28,0
Male,1,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,82.09,365.64,0
Male,0,Yes,No,11,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),75.14,873.6,1
Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.45,791.76,1
Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,69.35,5002.51,0
Female,0,No,No,21,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),41.44,866.19,0
Male,0,No,No,48,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,18.31,838.63,0
Male,1,Yes,No,49,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,113.98,5536.07,0
Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,64.14,185.94,0
Male,0,Yes,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.35,1142.49,1
Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,51.11,104.79,0
Male,0,Yes,Yes,15,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),55.31,818.88,1
Male,0,Yes,No,13,No,No phone service,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),105.11,1361.96,0
Female,0,Yes,No,63,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),52.23,3270.33,0
Female,1,No,No,40,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Mailed check,105.93,4284.87,0
Male,0,No,No,67,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,62.25,4134.07,0
Female,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,34.69,2031.54,0
Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,46.59,41.74,1
Female,1,No,No,9,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),102.78,890.28,1
Male,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,34.03,859.53,1
Male,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,79.51,248.0,0
Male,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),90.55,2412.83,1
Female,1,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,49.22,45.32,1
Male,0,No,No,65,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,98.37,6433.91,0
Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),49.3,700.91,0
Male,0,Yes,Yes,56,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),45.21,2579.31,0
Male,0,Yes,No,22,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,25.51,512.04,1
Female,0,Yes,Yes,22,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,76.55,1696.38,1
Male,0,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,71.25,1431.16,0
Female,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,84.25,1973.14,0
Female,1,Yes,No,57,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),64.8,3705.64,0
Male,1,No,No,36,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,38.57,1418.2,0
Female,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),28.36,1317.13,1
Male,0,Yes,No,14,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,67.92,951.06,0
Male,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),71.73,1959.72,0
Female,0,Yes,No,66,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,111.23,7370.48,0
Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),67.46,234.66,0
Female,0,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),111.27,5076.58,0
Male,0,Yes,No,49,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),81.53,4011.32,0
Male,0,No,No,59,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),33.03,1970.83,0
Male,0,No,No,61,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),26.6,1600.08,0
Male,0,Yes,No,66,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),114.16,7582.08,0
Male,0,Yes,No,71,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),38.38,2746.81,0
Female,0,No,No,42,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,52.77,2258.05,0
Female,1,No,No,57,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,21.54,1247.19,0
Female,0,No,No,51,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,45.49,2283.0,0
Female,0,No,No,68,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),113.64,7703.43,1
Female,0,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,27.13,1213.18,1
Female,0,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,107.86,2581.51,1
Male,1,No,Yes,24,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,24.55,603.76,0
Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,83.09,2832.98,1
Female,0,No,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),67.54,4010.98,1
Female,0,No,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,91.06,1308.9,1
Male,0,No,No,34,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),95.77,3291.52,1
Male,1,Yes,No,28,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),85.78,2436.96,0
Male,0,No,No,37,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,37.64,1364.67,0
Female,0,No,No,68,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),81.45,5520.49,0
Female,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,79.79,1858.76,0
Female,0,Yes,No,18,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,103.04,1845.28,1
Male,0,No,No,45,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Mailed check,29.42,1318.65,0
Male,0,No,No,48,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),78.33,3769.52,0
Female,0,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38.59,1612.69,1
Female,0,Yes,Yes,72,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),84.36,6026.98,0
Male,1,No,Yes,25,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),69.83,1701.75,0
Male,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,36.99,860.04,0
Male,0,No,No,34,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,30.32,1079.02,0
Male,0,No,Yes,35,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),87.86,3034.92,1
Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),99.79,1335.66,1
Male,0,No,Yes,55,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,55.0,2986.99,0
Male,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),80.21,424.73,0
Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,98.58,3069.64,1
Female,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),90.36,2281.81,0
Female,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,90.94,1231.83,1
Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),73.78,3566.62,0
Male,0,No,Yes,55,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),31.68,1725.07,1
Male,0,Yes,No,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),112.68,4031.66,0
Female,1,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,48.7,2544.86,1
Female,1,No,No,57,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),29.44,1638.15,0
Female,0,Yes,No,35,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),104.37,3627.08,0
Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),106.26,1067.88,1
Female,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,105.62,2774.09,0
Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),69.65,106.54,1
Male,1,Yes,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,48.91,1019.76,0
Male,0,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,99.18,6494.3,0
Female,0,No,No,16,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),110.76,1799.53,0
Male,0,No,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.03,47.34,0
Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,108.57,1400.56,1
Female,0,Yes,No,6,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,41.63,243.76,1
Male,0,No,No,15,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,97.47,1486.77,0
Male,0,No,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,99.04,6419.58,1
Female,0,No,No,18,No,No phone service,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,74.18,1295.46,0
Male,0,No,Yes,0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),61.76,6.28,1
Female,0,No,No,30,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Mailed check,40.46,1225.49,1
Male,0,Yes,No,3,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,42.01,170.06,0
Female,0,No,Yes,57,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),67.76,3825.78,0
Female,0,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,32.26,1777.64,0
Female,1,Yes,No,52,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),85.67,4426.47,0
Female,1,Yes,No,42,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,21.17,914.76,1
Male,1,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,20.68,978.02,0
Male,0,Yes,No,59,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),69.02,4085.97,0
Female,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,44.59,636.09,0
Female,0,No,No,72,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),65.75,4742.11,0
Male,1,No,No,59,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,73.77,4303.96,1
Male,1,No,Yes,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,49.13,2294.05,0
Male,1,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),105.91,1491.78,1
Male,0,Yes,No,62,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,67.61,4163.87,0
Male,1,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),100.23,2689.67,0
Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,107.29,2003.51,1
Female,0,No,No,62,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,106.93,6646.96,0
Male,0,No,No,32,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),24.57,773.71,0
Male,0,Yes,No,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.49,832.58,1
Female,0,Yes,No,12,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,77.2,965.87,0
Male,0,Yes,No,61,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),59.01,3631.02,0
Male,0,No,No,67,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,95.17,6352.88,1
Male,0,No,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),113.36,2473.06,0
Male,1,No,No,71,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,24.74,1747.43,0
Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,81.05,1014.43,0
Female,0,No,No,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,78.46,3057.31,0
Male,0,Yes,Yes,29,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),104.88,3001.1,1
Female,1,Yes,No,24,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,49.37,1158.21,0
Female,0,No,No,72,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),69.57,4963.8,0
Male,0,No,Yes,25,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),112.07,2757.5,1
Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,117.56,2746.17,1
Male,0,Yes,No,38,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,74.75,2852.2,1
Female,0,Yes,Yes,60,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),38.79,2287.53,0
Female,1,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,97.35,4681.17,0
Male,0,Yes,No,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,55.51,2267.54,0
Male,0,No,No,69,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),109.23,7488.39,1
Male,1,No,Yes,19,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,97.55,1877.95,0
Male,1,No,No,43,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,111.98,4782.78,0
Male,0,No,No,15,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,39.48,579.91,0
Female,1,No,No,20,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,59.55,1152.41,0
Female,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,42.97,552.23,1
Female,0,No,No,38,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,112.05,4217.94,0
Female,0,Yes,Yes,41,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,91.46,3757.14,1
Female,0,No,No,60,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),20.46,1267.71,1
Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),45.94,89.97,0
Female,0,No,No,23,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),91.76,2066.76,0
Male,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),86.12,138.53,1
Male,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,21.78,47.31,0
Female,0,No,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,56.53,645.38,1
Female,0,Yes,No,53,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),97.37,5157.55,0
Male,0,No,No,39,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),51.9,1978.29,1
Male,0,Yes,Yes,10,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),42.01,455.17,0
Male,0,Yes,Yes,41,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,89.02,3694.57,0
Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.31,275.55,1
Female,0,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,20.53,499.05,0
Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),108.59,3775.54,0
